,film,film_id,imdb_song,spotify_song
11,Monty Python and the Holy Grail,0071853,Starlet in the Starlight ,Starlet in the Starlight
12,Monty Python and the Holy Grail,0071853,Monks Chant ,"Monks Chanting Om Natural - Meditation, Relaxation, New Age, Yoga"
13,Monty Python and the Holy Grail,0071853,The Promised Land ,The Promised Land
14,Monty Python and the Holy Grail,0071853,Ice Floe 9 ,
15,Monty Python and the Holy Grail,0071853,Flying Messenger ,Flying Messenger
16,Monty Python and the Holy Grail,0071853,Countrywide ,Countryside Rain
17,Monty Python and the Holy Grail,0071853,Desperation ,Desperation
0,Die Hard,0095016,Singin' in the Rain ,Singin' in the rain
1,Die Hard,0095016,Winter Wonderland ,Winter Wonderland - Remastered 2006
2,Die Hard,0095016,Christmas in Hollis ,Christmas In Hollis
3,Die Hard,0095016,Skeletons ,SKELETONS
4,Die Hard,0095016,Let It Snow! Let It Snow! Let It Snow! ,Let It Snow! Let It Snow! Let It Snow!
5,Die Hard,0095016,Ode to Joy ,Ode To Joy
6,Die Hard,0095016,Jingle Bells ,Jingle Bells
7,Die Hard,0095016,"Brandenburg Concerto No. 3 In G Major, (Allegro Moderato) ","Brandenburg Concerto No. 3 in G Major, BWV 1048: III. Allegro moderato"
8,Die Hard,0095016,We've Got Each Other ,We've Got Each Other
9,Die Hard,0095016,Resolution & Hyperspace ,Resolution And Hyperspace
10,Die Hard,0095016,Let It Snow! Let It Snow! Let It Snow! ,Let It Snow! Let It Snow! Let It Snow!
0,Rashomon,0042876,Woman's Tale Theme (Bolero) ,
0,Yojimbo,0055630,It looks like we don't have any Soundtracks for this title yet.,
0,Come and See,0091251,Die Walküre ,"Die Walkure, Act III: Ride of the Valkyries"
1,Come and See,0091251,Lacrimosa ,Lacrimosa
2,Come and See,0091251,The Sacred War ,The Sacred War
3,Come and See,0091251,Korobeiniki ,Korobeiniki
4,Come and See,0091251,Im Wald im grünen Walde ,"Im Wald, im grünen Walde"
5,Come and See,0091251,Blue Danube ,The Blue Danube
6,Come and See,0091251,Tannhäuser ,Tannhäuser: Overture
7,Come and See,0091251,Moya Marusitschka ,Moya Marusitschka
0,Batman Begins,0372784,Folletto!...Folletto! ,Il folletto del sonno
1,Batman Begins,0372784,Happy Birthday To You ,Happy Birthday to You
2,Batman Begins,0372784,"Divertimento in D Major, K.136 (2nd movement) ",divertimento in D major k.136 - 2nd movement
0,Children of Heaven,0118849,It looks like we don't have any Soundtracks for this title yet.,
0,Green Book,6966692,That Old Black Magic ,That Old Black Magic
1,Green Book,6966692,Tired of Hanging Around ,Valerie
2,Green Book,6966692,One Mint Julep ,One Mint Julep - 2007 Remaster
3,Green Book,6966692,Pretty Lil Thing ,pretty thing
4,Green Book,6966692,Throw It Out Of Your Mind ,Throw It Out of Your Mind
5,Green Book,6966692,So Long Lover's Island ,So Long Lovers Island
6,Green Book,6966692,Let Me Feel It ,The Way U Make Me Feel
7,Green Book,6966692,A Letter From My Baby ,A Letter From My Baby
8,Green Book,6966692,"Goodbye, My Lover, Goodbye ",Goodbye My Love Goodbye
9,Green Book,6966692,You Took Advantage of Me ,You Took Advantage of Me - Remastered
10,Green Book,6966692,Drifting Heart ,Drifting Heart
11,Green Book,6966692,What'cha Gonna Do ,Whatcha Gonna Do?
12,Green Book,6966692,After You've Gone ,After You've Gone
13,Green Book,6966692,Blue Skies ,Blue Skies
14,Green Book,6966692,Lucille ,Lucille
15,Green Book,6966692,Slow Twisting ,Slow Twistin'
16,Green Book,6966692,Won't Be Long ,Won't Be Long
17,Green Book,6966692,Troubled Romance ,Incoherent Love Songs
18,Green Book,6966692,Happy Talk ,Happy Talk
19,Green Book,6966692,Ba Da ,Baby Sitter (feat. Offset)
20,Green Book,6966692,Cookin' ,Cooking Up Something Good
21,Green Book,6966692,Dearest One ,"(Ummm, Oh Yeah) Dearest - Overdubbed Version 2"
22,Green Book,6966692,Go To The Mardi Gras ,Go To The Mardi Gras
23,Green Book,6966692,Yes Your Honor ,Yes Your Honor
24,Green Book,6966692,Over My Broken Heart ,It's Almost Over
25,Green Book,6966692,Lullaby Of Birdland ,Lullaby Of Birdland
26,Green Book,6966692,Why Oh Why ,Why Oh Why
27,Green Book,6966692,Valse Ballet ,Valse Ballet (1885)
28,Green Book,6966692,Water Boy ,Water Runs Dry
29,Green Book,6966692,I'll Never Let You Go ,I'll Never Let You Go
30,Green Book,6966692,That Look ,That Look
31,Green Book,6966692,Arabesque No.1 ,Arabesque No. 1
32,Green Book,6966692,I Love My Baby ,I Love My Baby
33,Green Book,6966692,The Lonesome Road ,The Lonesome Road (Recorded 1927)
34,Green Book,6966692,O Come All Ye Faithful Jazz Trio ,O Come All Ye Faithful (Live)
35,Green Book,6966692,O Christmas Tree ,O Christmas Tree
36,Green Book,6966692,What Child Is This? ,What Child Is This
37,Green Book,6966692,Let's Roll ,Let's Roll
38,Green Book,6966692,"Étude Op. 25, No. 11 in A minor ('Winter Wind') ",Chopin: Etude Op. 25 No. 11 in a Minor (Winter Wind)
39,Green Book,6966692,Backwoods Blues ,Backwood Blues
40,Green Book,6966692,Rushin' ,Rushing Back
41,Green Book,6966692,Your Replacement Is Here ,Your Replacement Is Here
42,Green Book,6966692,Have Yourself A Merry Little Christmas ,Have Yourself A Merry Little Christmas
43,Green Book,6966692,Mmm Love ,Mmm Love
44,Green Book,6966692,Tu Scendi Dalle Stelle ,Tu Scendi Dalle Stelle
45,Green Book,6966692,Santa Claus is Comin' to Town ,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975"
46,Green Book,6966692,The Christmas Song ,The Christmas Song (Merry Christmas To You)
47,Green Book,6966692,The Lonesome Road ,The Lonesome Road (Recorded 1927)
48,Green Book,6966692,Rich Woman ,Rich Woman
0,Downfall,0363163,When I Am Laid In Earth ,When I Am Laid In Earth (Dido's Lament)
1,Downfall,0363163,Blutrote Rosen ,Blutrote Rosen
2,Downfall,0363163,Davon geht die Welt nicht unter ,Davon geht die Welt nicht unter
3,Downfall,0363163,Die Blauen Dragoner Sie Reiten ,"Die Blauen Dragoner, Sie Reiten"
0,Unforgiven,0105695,Claudia's Song ,Alphabet - Classic ABC Song
0,Some Like It Hot,0053291,Runnin' Wild ,Runnin' Wild
1,Some Like It Hot,0053291,Liebesträume ,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major"
2,Some Like It Hot,0053291,Sugar Blues ,Sugar Blues - Live
3,Some Like It Hot,0053291,Down Among the Sheltering Palms ,Down Among The Sheltering Palms
4,Some Like It Hot,0053291,Randolph Street Rag ,
5,Some Like It Hot,0053291,I Wanna Be Loved by You ,I Wanna Be Loved By You
6,Some Like It Hot,0053291,Park Avenue Fantasy (Stairway to the Stars) ,Stairway To The Stars (Park Avenue Fantasy)
7,Some Like It Hot,0053291,I'm Thru with Love ,I'm Thru With Love
8,Some Like It Hot,0053291,Sweet Georgia Brown ,Sweet Georgia Brown
9,Some Like It Hot,0053291,By the Beautiful Sea ,Beautiful Girls - Nickelodeon Mix
10,Some Like It Hot,0053291,Some Like It Hot ,Some Like It Hot - 2005 Remaster
11,Some Like It Hot,0053291,La Cumparsita ,La Cumparsita
12,Some Like It Hot,0053291,"Sweet Sue, Just You ","Sweet Sue, Just You"
13,Some Like It Hot,0053291,For He's a Jolly Good Fellow ,For He's a Jolly Good Fellow
14,Some Like It Hot,0053291,Sugar Blues - Runnin' Wild ,Some Like It Hot Medley: Some Like It Hot / By The Beautiful Sea / Stairway to the Stars / Sweet Sue-Just You / Down Among the Sheltering Palms / I Wanna Be Loved By You / La Cumparsita / I'm Thru with Love / Runnin' Wild / Sugar Blues
0,Ran,0089881,It looks like we don't have any Soundtracks for this title yet.,
0,Howl's Moving Castle,0347149,Sekai no Yakusoku ,Sekai No Yakusoku (Howl's Moving Castle)
0,The Great Escape,0057115,It looks like we don't have any Soundtracks for this title yet.,
0,All About Eve,0042192,Liebestraum ,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major"
1,All About Eve,0042192,Manhattan ,Manhattan
2,All About Eve,0042192,Poinciana ,Poinciana
3,All About Eve,0042192,Beau Soir ,"Beau Soir, L. 6"
4,All About Eve,0042192,That Old Black Magic ,That Old Black Magic
5,All About Eve,0042192,Blue Moon ,Blue Moon
6,All About Eve,0042192,How About You? ,How About You
7,All About Eve,0042192,Stormy Weather (Keeps Rainin' All the Time) ,Stormy Weather (Keeps Rainin' All The Time)
8,All About Eve,0042192,Thou Swell ,Thou Swell
9,All About Eve,0042192,Symphony No. 4 in E-flat major (Romantic) ,"Bruckner: Symphony No. 4 in E-Flat Major, ""Romantic"": IV. Finale (Bewegt, doch nicht zu schnell)"
10,All About Eve,0042192,Linger Awhile ,Linger Awhile
0,A Beautiful Mind,0268978,All Love Can Be ,"All Love Can Be - From ""A Beautiful Mind"" Soundtrack"
1,A Beautiful Mind,0268978,Columba aspexit ,A dove gazed in - Columba aspexit
2,A Beautiful Mind,0268978,"Piano Sonata No. 11 in A Major, K. 331 ","Piano Sonata No. 11 in A Major, K. 331: 3. Alla Turca (Allegretto)"
3,A Beautiful Mind,0268978,A Lonely Tear ,Lonely All the Time
0,Casino,0112641,J.S. Bach Matthäuspassion BMV ,
1,Casino,0112641,Zooma Zooma ,Angelina / Zooma Zooma - Live / Medley / Remastered 1999
2,Casino,0112641,Moonglow ,moonglow
3,Casino,0112641,You're Nobody 'Til Somebody Loves You ,You're Nobody 'Til Somebody Loves You - Remastered/1997
4,Casino,0112641,"Sing, Sing, Sing (With a Swing) ","Sing, Sing, Sing (With A Swing) - Remastered"
5,Casino,0112641,7-11 (aka Mambo #5) ,
6,Casino,0112641,Hoochie Coochie Man ,Hoochie Coochie Man
7,Casino,0112641,Fa-Fa-Fa-Fa-Fa (Sad Song) ,Fa-Fa-Fa-Fa-Fa (Sad Song)
8,Casino,0112641,Long Long While ,"Long, Long While - Mono"
9,Casino,0112641,(I Can't Get No) Satisfaction ,(I Can't Get No) Satisfaction - Mono Version
10,Casino,0112641,The 'In' Crowd ,The In Crowd
11,Casino,0112641,The 'In' Crowd ,The In Crowd
12,Casino,0112641,Compared To What ,Compared to What
13,Casino,0112641,Slippin' and Slidin' ,Slippin’ And Slidin’ (Peepin’ And Hidin’)
14,Casino,0112641,Love Is Strange ,Love Is Strange
15,Casino,0112641,Heart of Stone ,Heart of Stone
16,Casino,0112641,Love Is The Drug ,Love Is The Drug
17,Casino,0112641,Nel Blu Dipinto Di Blu (Volare) ,Nel blu dipinto di blu - Volare
18,Casino,0112641,Takes Two to Tango ,Takes Two to Tango - Remastered
19,Casino,0112641,How High The Moon ,How High The Moon - 1st Take
20,Casino,0112641,I Ain't Superstitious ,I Ain't Superstitious
21,Casino,0112641,Happy Birthday to You ,Happy Birthday to You
22,Casino,0112641,Working In The Coal Mine ,Working in the Coal Mine
23,Casino,0112641,Unforgettable ,Unforgettable
24,Casino,0112641,Stardust ,Stardust
25,Casino,0112641,Stardust ,Stardust
26,Casino,0112641,What A Difference A Day Makes ,What A Difference A Day Makes
27,Casino,0112641,I'll Take You There ,I'll Take You There
28,Casino,0112641,Love Me the Way I Love You ,I Like The Way You Love Me
29,Casino,0112641,Let's Start All Over Again ,Let's Start It All Over Again
30,Casino,0112641,Sweet Virginia ,Sweet Virginia
31,Casino,0112641,Basin Street Blues/When It's Sleepy Time Down South ,Basin Street Blues/When It's Sleepy Time Down South - Medley / Remastered
32,Casino,0112641,Stella By Starlight ,Stella By Starlight
33,Casino,0112641,Boogaloo Down Broadway ,Boogaloo Down Broadway
34,Casino,0112641,Sweet Dreams ,Sweet Dreams (Are Made of This) - Remastered
35,Casino,0112641,Can't You Hear Me Knocking ,Can't You Hear Me Knocking - Remastered
36,Casino,0112641,Toad ,Toad Lick
37,Casino,0112641,Those Were The Days ,Those Were The Days (feat. Jared Lee)
38,Casino,0112641,Hurt ,Hurt
39,Casino,0112641,The Glory of Love ,The Glory of Love
40,Casino,0112641,Nights In White Satin ,Nights In White Satin - Single Version / Mono Mix
41,Casino,0112641,Walk On The Wild Side ,Walk On the Wild Side
42,Casino,0112641,Gimme Shelter ,Gimme Shelter
43,Casino,0112641,Gimme Shelter ,Gimme Shelter
44,Casino,0112641,EEE-O Eleven ,Eee-o-eleven
45,Casino,0112641,I'll Walk Alone ,I'll Walk Alone
46,Casino,0112641,Sunrise ,"Sunrise, Sunburn, Sunset"
47,Casino,0112641,That's the Way I Like It ,That's The Way (I Like It) - 2004 Remastered Version
48,Casino,0112641,Venus ,Venus
49,Casino,0112641,Flight of the Bumblebee ,Flight of the Bumblebee
50,Casino,0112641,Theme de Camille ,Thème de Camille
51,Casino,0112641,Whip It ,Whip It
52,Casino,0112641,Ain't Got No Home ,Ain't Got No Home
53,Casino,0112641,I'm Sorry ,I'm Sorry
54,Casino,0112641,Without You ,without you
55,Casino,0112641,Go Your Own Way ,Go Your Own Way - 2004 Remaster
56,Casino,0112641,I'm Confessin' (That I Love You) ,I'm Confessin' (That I Love You)
57,Casino,0112641,The Thrill Is Gone ,The Thrill Is Gone
58,Casino,0112641,(I Can't Get No) Satisfaction ,(I Can't Get No) Satisfaction - Mono Version
59,Casino,0112641,Who Can I Turn To (When Nobody Needs Me) ,Who Can I Turn To (When Nobody Needs Me)
60,Casino,0112641,Harbor Lights ,Harbor Lights
61,Casino,0112641,The House of the Rising Sun ,The House of the Rising Sun
0,Pan's Labyrinth,0457430,"Long, Long Time Ago/Hace mucho, mucho tiempo ",A Long Time Ago (Hace Mucho Tiempo)
1,Pan's Labyrinth,0457430,The Labyrinth/El laberinto ,
2,Pan's Labyrinth,0457430,"Rose, Dragon/La rosa y el dragón ",La Rosa Y El Dragón
3,Pan's Labyrinth,0457430,The Fairy and the Labyrinth/El hada y el laberinto ,
4,Pan's Labyrinth,0457430,Three Trials/Las tres pruebas ,
5,Pan's Labyrinth,0457430,The Moribund Tree and the Toad/El árbol que muere y el sapo ,
6,Pan's Labyrinth,0457430,Guerilleros ,Guerrilleros
7,Pan's Labyrinth,0457430,A Book of Blood/El libro de sangre ,
8,Pan's Labyrinth,0457430,Mercedes Lullaby/Nana de Mercedes ,
9,Pan's Labyrinth,0457430,The Refuge/El refugio ,
10,Pan's Labyrinth,0457430,Not Human/El que no es humano ,
11,Pan's Labyrinth,0457430,The River/El río ,En el Rio (In The River)
12,Pan's Labyrinth,0457430,A Tale/Un cuento ,A Fairy Tale (Un Cuento de Hadas)
13,Pan's Labyrinth,0457430,Deep Forest/Bosque profundo ,
14,Pan's Labyrinth,0457430,Waltz of the Mandrake/Vals de la mandrágora ,
15,Pan's Labyrinth,0457430,The Funeral/El funeral ,El Funeral de la Canoa
16,Pan's Labyrinth,0457430,Mercedes ,Mercedes
17,Pan's Labyrinth,0457430,Pan and the Full Moon/La luna llena y el Fauno ,
18,Pan's Labyrinth,0457430,Ofelia ,Ofelia
19,Pan's Labyrinth,0457430,A Princess/Una princesa ,
20,Pan's Labyrinth,0457430,Pan's Labyrinth Lullaby/Nana del laberinto del Fauno ,
21,Pan's Labyrinth,0457430,Soy un pobre presidiario ,Soy un pobre presidario
22,Pan's Labyrinth,0457430,En los jardines de Granada ,En los Jardines de Granada
23,Pan's Labyrinth,0457430,"Just A Short Time After (Reconstruction pt. 1, 2) ",
0,The Secret in Their Eyes,1305806,Tema de Liliana ,"Tema di liliana, pt. 2"
1,The Secret in Their Eyes,1305806,Réquiem ,Requiem
2,The Secret in Their Eyes,1305806,Morales ,Morales Fights
3,The Secret in Their Eyes,1305806,Tema de Irene ,Tema para Irene
0,My Neighbor Totoro,0096283,Tonari no Totoro ,Tonari No Totoro
1,My Neighbor Totoro,0096283,Sampo ,SAMPO
0,The Wolf of Wall Street,0993846,Stratton Oakmont ,Stratton Oakmont 2015
1,The Wolf of Wall Street,0993846,Dust My Broom ,Dust My Broom
2,The Wolf of Wall Street,0993846,Informercial ,Infomercials & Heavy Eyelids
3,The Wolf of Wall Street,0993846,Score from Lifestyles of the Rich and Famous ,
4,The Wolf of Wall Street,0993846,Exotic Vacations ,Exotic
5,The Wolf of Wall Street,0993846,Dust My Blues ,Dust My Blues (Live) [Remastered]
6,The Wolf of Wall Street,0993846,Spoonful ,Spoonful
7,The Wolf of Wall Street,0993846,"Mercy, Mercy, Mercy ","Mercy, Mercy, Mercy"
8,The Wolf of Wall Street,0993846,Hit Me with Your Rhythm Stick ,Hit Me With Your Rhythm Stick
9,The Wolf of Wall Street,0993846,Bang! Bang! ,Bang Bang
10,The Wolf of Wall Street,0993846,Tear It Down ,Tear It Down
11,The Wolf of Wall Street,0993846,Movin' Out (Anthony's Song) ,Movin' Out (Anthony's Song)
12,The Wolf of Wall Street,0993846,Surrey with the Fringe on Top ,Surrey With The Fringe On Top
13,The Wolf of Wall Street,0993846,Road Runner ,Road Runner
14,The Wolf of Wall Street,0993846,The Stars and Stripes Forever ,The Stars and Stripes Forever
15,The Wolf of Wall Street,0993846,Smokestack Lightning ,Smokestack Lightning
16,The Wolf of Wall Street,0993846,Double Dutch ,Double Dutch Bus
17,The Wolf of Wall Street,0993846,Cloudburst ,Cloudburst
18,The Wolf of Wall Street,0993846,Insane in the Brain ,Insane in the Brain
19,The Wolf of Wall Street,0993846,"King Arthur, Act 3: What Power Art Thou ","Purcell: King Arthur, Act 3: ""What power art thou"" [Bass]"
20,The Wolf of Wall Street,0993846,Steve Madden 'Chick Walker' Commercial ,
21,The Wolf of Wall Street,0993846,Never Say Never ,Never Say Never
22,The Wolf of Wall Street,0993846,There Is No Greater Love ,(There Is) No Greater Love
23,The Wolf of Wall Street,0993846,Boom Boom ,Boom Boom Room
24,The Wolf of Wall Street,0993846,C'est si bon ,C'est Si Bon
25,The Wolf of Wall Street,0993846,Give Me Luv ,Give Me Love
26,The Wolf of Wall Street,0993846,Uncontrollable Urge ,Uncontrollable Urge
27,The Wolf of Wall Street,0993846,Moonlight in Vermont ,Moonlight In Vermont - Remastered
28,The Wolf of Wall Street,0993846,Pretty Thing ,Pretty Things
29,The Wolf of Wall Street,0993846,In the Bush ,In the Bush
30,The Wolf of Wall Street,0993846,Can't Help Falling in Love ,Can't Help Falling in Love
31,The Wolf of Wall Street,0993846,Goldfinger ,Superman
32,The Wolf of Wall Street,0993846,Baby Got Back ,Baby Got Back
33,The Wolf of Wall Street,0993846,Everlong ,Everlong
34,The Wolf of Wall Street,0993846,The Oompa Loompa Song ,The Oompa Loompa Song / Auf Wiedersehen Augustus Gloop
35,The Wolf of Wall Street,0993846,"Hey Leroy, Your Mama's Callin' You ","Hey Leroy, Your Mama's Callin' You"
36,The Wolf of Wall Street,0993846,Sloop John B ,Sloop John B - Remastered
37,The Wolf of Wall Street,0993846,Boom Boom Boom ,"Boom, Boom, Boom, Boom!!"
38,The Wolf of Wall Street,0993846,I Need You Baby (Mona) ,Mona (I Need You Baby) - Mono
39,The Wolf of Wall Street,0993846,Meth Lab Zoso Sticker ,Meth Lab Zoso Sticker
40,The Wolf of Wall Street,0993846,Flying High ,Flying High (feat. Toro y Moi)
41,The Wolf of Wall Street,0993846,I'm Popeye the Sailor Man ,I'm Popeye The Sailor Man
42,The Wolf of Wall Street,0993846,Get Us Down ,You Get Used To Somebody
43,The Wolf of Wall Street,0993846,I Don't Want to Walk Without You ,"I Don't Want To Walk Without You - (from the film ""Sweater Girl"")"
44,The Wolf of Wall Street,0993846,Dream Lover ,Dream Lover
45,The Wolf of Wall Street,0993846,Score ,The Score
46,The Wolf of Wall Street,0993846,One Step Beyond ,One Step Beyond
47,The Wolf of Wall Street,0993846,Hip Hop Hooray ,Hip Hop Hooray
48,The Wolf of Wall Street,0993846,Wednesday Night Prayer Meeting ,Wednesday Night Prayer Meeting
49,The Wolf of Wall Street,0993846,Gloria ,Gloria
50,The Wolf of Wall Street,0993846,Ça Plane Pour Moi ,Ca plane pour moi
51,The Wolf of Wall Street,0993846,Cast Your Fate to the Wind ,Cast Your Fate To The Wind
52,The Wolf of Wall Street,0993846,Mrs. Robinson ,"Mrs. Robinson - From ""The Graduate"" Soundtrack"
53,The Wolf of Wall Street,0993846,The Money Chant ,Money ($ * / ...)
0,"Lock, Stock and Two Smoking Barrels",0120735,Hundred Mile City ,Hundred Mile High City
1,"Lock, Stock and Two Smoking Barrels",0120735,Police and Thieves ,Police and Theives
2,"Lock, Stock and Two Smoking Barrels",0120735,The Boss ,The Boss
3,"Lock, Stock and Two Smoking Barrels",0120735,"Truly Madly, Deeply ",Truly Madly Deeply
4,"Lock, Stock and Two Smoking Barrels",0120735,Spooky ,Spooky (Single Version)
5,"Lock, Stock and Two Smoking Barrels",0120735,"Liar, Liar ",Liar Liar
6,"Lock, Stock and Two Smoking Barrels",0120735,I Wanna Be Your Dog ,I Wanna Be Your Dog
7,"Lock, Stock and Two Smoking Barrels",0120735,Why Did You Do It ,Why Did You Do It - Remastered
8,"Lock, Stock and Two Smoking Barrels",0120735,Man Machine ,The Man Machine - 2009 Remastered Version
9,"Lock, Stock and Two Smoking Barrels",0120735,Zorba's Dance ,Zorba's Dance
10,"Lock, Stock and Two Smoking Barrels",0120735,The Payback ,The Payback
11,"Lock, Stock and Two Smoking Barrels",0120735,Walk This Land ,Walk This Land
12,"Lock, Stock and Two Smoking Barrels",0120735,Fool's Gold ,Fool's Gold
13,"Lock, Stock and Two Smoking Barrels",0120735,18 With A Bullet ,18 with a Bullet
14,"Lock, Stock and Two Smoking Barrels",0120735,Oh Girl ,Oh Girl
0,Raging Bull,0081398,Cavalleria rusticana: Intermezzo ,Cavalleria rusticana: Intermezzo
1,Raging Bull,0081398,Guglielmo Ratcliff: Intermezzo ,Mascagni: Intermezzo
2,Raging Bull,0081398,Silvano: Barcarolle ,
3,Raging Bull,0081398,At Last ,At Last
4,Raging Bull,0081398,A New Kind of Love ,A New Kind of Love
5,Raging Bull,0081398,Webster Hall ,"Mother and Child Reunion - Live at Webster Hall, New York City - June 2011"
6,Raging Bull,0081398,Vivere ,Vivere
7,Raging Bull,0081398,Stornelli fiorentini ,Stornelli fiorentini
8,Raging Bull,0081398,Scapricciatiello (Infatuation) ,Scapricciatiello (Infatuation)
9,Raging Bull,0081398,Turi Giuliano ,La fini di giuliano
10,Raging Bull,0081398,Cow Cow Boogie ,Cow Cow Boogie
11,Raging Bull,0081398,Whispering Grass ,Whispering Grass
12,Raging Bull,0081398,Stone Cold Dead in the Market ,Stone Cold Dead In The Market
13,Raging Bull,0081398,Till Then ,Till Then
14,Raging Bull,0081398,Big Noise from Winnetka ,Big Noise from Winnetka
15,Raging Bull,0081398,Heartaches ,Heartaches by the Numbers - Rerecorded
16,Raging Bull,0081398,Do I Worry ,Do I Worry?
17,Raging Bull,0081398,Two O'Clock Jump ,Two O'Clock Jump - Instrumental
18,Raging Bull,0081398,Drum Boogie ,Drum Boogie
19,Raging Bull,0081398,All or Nothing at All ,All Or Nothing At All
20,Raging Bull,0081398,Blue Velvet ,Blue Velvet
21,Raging Bull,0081398,Flash ,Flashing Lights
22,Raging Bull,0081398,Jersey Bounce ,Jersey Bounce
23,Raging Bull,0081398,Come Fly With Me ,Come Fly With Me - Remastered
24,Raging Bull,0081398,Mona Lisa ,Mona Lisa (feat. Kendrick Lamar)
25,Raging Bull,0081398,I Ain't Got Nobody ,I Ain't Got Nobody
26,Raging Bull,0081398,Nao tenho lagrimas ,Nao Tenho Lagrimas
27,Raging Bull,0081398,Prisoner of Love ,Prisoner of Love
28,Raging Bull,0081398,Prisoner of Love ,Prisoner of Love
29,Raging Bull,0081398,Frenesi ,Frenesí
30,Raging Bull,0081398,My Reverie ,My Reverie
31,Raging Bull,0081398,Just One More Chance ,Just One More Chance
32,Raging Bull,0081398,That's My Desire ,That's My Desire
33,Raging Bull,0081398,"Bye, Bye Baby ",Bye Bye Baby
34,Raging Bull,0081398,Lonely Nights ,Lonely Nights
35,Raging Bull,0081398,Tell the Truth ,Tell The Truth
36,Raging Bull,0081398,Of Mice and Men ,Of Mice and Men
0,The Treasure of the Sierra Madre,0040897,Believe Me If All Those Endearing Young Charms ,Believe Me If All Those Endearing Young Charms (Sleep Baby Lullabies)
0,Judgment at Nuremberg,0055031,Lili Marleen ,Lili Marleen.
1,Judgment at Nuremberg,0055031,Liebeslied ,"Liebeslieder-Walzer, Op.52 - Orchestral Version: No.4"
2,Judgment at Nuremberg,0055031,Wenn wir marschieren ,Wenn wir marschieren
3,Judgment at Nuremberg,0055031,Care for Me ,Care for Me
4,Judgment at Nuremberg,0055031,Notre amour ne peur ,
5,Judgment at Nuremberg,0055031,"Du, du liegst mir im Herzen ","Du, Du, Liegst Mir Im Herzen"
6,Judgment at Nuremberg,0055031,"Piano Sonata No. 8 in C minor, Op. 13 ","Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": 2. Adagio cantabile"
0,There Will Be Blood,0469494,Popcorn Superhet Receiver ,Penderecki: Polymorphia
1,There Will Be Blood,0469494,Violin Concerto in D Major Op.77:3. Vivace Non Troppo ,"Violin Concerto in D Major, Op. 77: 3. Allegro giocoso, ma non troppo vivace - Poco più presto - Live"
2,There Will Be Blood,0469494,Smear ,Smeared Pointillist Painting
3,There Will Be Blood,0469494,Pärt: Fratres for Cello and Piano ,Fratres (for cello and piano)
4,There Will Be Blood,0469494,What a Friend We Have in Jesus ,What A Friend We Have In Jesus
5,There Will Be Blood,0469494,There Is Power in the Blood ,There Is Power In The Blood
6,There Will Be Blood,0469494,Gradh Geal Mo Chridh ,Gràdh geal mo chridh'
0,My Father and My Son,0476735,Bir Sans Daha ,Bir Şans Daha
0,"Three Billboards Outside Ebbing, Missouri",5027774,Last Rose of Summer (Thomas Moore) ,'Tis the Last Rose of Summer
1,"Three Billboards Outside Ebbing, Missouri",5027774,Buckskin Stallion Blues ,Buckskin Stallion Blues
2,"Three Billboards Outside Ebbing, Missouri",5027774,Radio Song ,Radio Song
3,"Three Billboards Outside Ebbing, Missouri",5027774,Christine is Dead ,Christine Is Dead
4,"Three Billboards Outside Ebbing, Missouri",5027774,Chiquitita ,Chiquitita
5,"Three Billboards Outside Ebbing, Missouri",5027774,His Master's Voice ,His Master's Voice
6,"Three Billboards Outside Ebbing, Missouri",5027774,iNergy ,Inergee
7,"Three Billboards Outside Ebbing, Missouri",5027774,"Walk Away, Renee ",Walk Away Renee
8,"Three Billboards Outside Ebbing, Missouri",5027774,"Andante (Piano Sonata No.1 in C, K.279) ","Sonata No. 1 in C Major, K. 279: II. Andante"
9,"Three Billboards Outside Ebbing, Missouri",5027774,Night They Drove Old Dixie Down ,The Night They Drove Old Dixie Down - Remastered 2000
10,"Three Billboards Outside Ebbing, Missouri",5027774,Buckskin Stallion Blues ,Buckskin Stallion Blues
11,"Three Billboards Outside Ebbing, Missouri",5027774,Streets of Laredo ,Streets Of Laredo
0,The Gold Rush,0015864,It looks like we don't have any Soundtracks for this title yet.,
0,Dial M for Murder,0046912,It looks like we don't have any Soundtracks for this title yet.,
0,Chinatown,0071315,I Can't Get Started ,I Can't Get Started
1,Chinatown,0071315,Easy Living ,Easy Living
2,Chinatown,0071315,The Way You Look Tonight ,The Way You Look Tonight
3,Chinatown,0071315,Some Day ,Some Days
4,Chinatown,0071315,The Vagabond King Waltz ,"Huguette Waltz (from ""The Vagabond King"")"
0,The Seventh Seal,0050976,Hållas Mellan Rona ,
1,The Seventh Seal,0050976,Det Sitter en Duva ,
2,The Seventh Seal,0050976,Ödet Är en Rackare ,
3,The Seventh Seal,0050976,Hästen Sitter i Trädet ,
4,The Seventh Seal,0050976,Skats Sång ,Skate Song
5,The Seventh Seal,0050976,"Dies Iræ, Dies Illa / Vredens Stora Dag Är Nära ",
0,V for Vendetta,0434409,The Beginning... At Last ,The Beginning…At Last
1,V for Vendetta,0434409,Cry Me a River ,Cry Me a River
